#VIN,Vehicle Fuel Type,Drivetrain Type,ZEP Certified?,Vehicle Model Year,Vehicle Classification,NZEV - All Electric Miles,Credit for ACC (Class 2b-3),Sold to Ultimate Purchaser?,State of Sale,Low Volume Exception?
1HTKHPVK1MH615025,D,NA,N,2021,C45,,N,Y,CA,N
4DRBWTAR4MB437818,D,NA,N,2021,C67,,N,Y,CA,N
4DRBWTAR2MB437817,D,NA,N,2021,C67,,N,Y,CA,N
1HTKHPVK3MH615026,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK5MH615027,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK7MH615028,D,NA,N,2021,C45,,N,Y,CA,N
1HTKJPVK4MH635158,D,NA,N,2021,C45,,N,Y,CA,N
3HAEUMML3NL548537,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMMLXNL551905,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMMN5NL555880,D,NA,N,2021,C67,,N,Y,CA,N
3HSDZAPR6NN420790,D,NA,N,2021,C78T,,N,Y,CA,N
3HSDZAPR8NN420791,D,NA,N,2021,C78T,,N,Y,CA,N
3HSDZAPRXNN423434,D,NA,N,2021,C78T,,N,Y,CA,N
3HSDZAPR1NN423435,D,NA,N,2021,C78T,,N,Y,CA,N
1HTKHPVK0MH875187,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVM0MH875188,D,NA,N,2021,C67,,N,Y,CA,N
1HTKHPVK3MH875331,D,NA,N,2021,C45,,N,Y,CA,N
3HAEUMML4NL308915,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML6NL308916,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML8NL308917,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMMLXNL308918,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML1NL308919,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML8NL308920,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMMLXNL308921,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML1NL308922,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML3NL308923,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML5NL308924,D,NA,N,2021,C67,,N,Y,CA,N
3HSDZAPR2NN311260,D,NA,N,2021,C78T,,N,Y,CA,N
3HSDZAPR4NN311261,D,NA,N,2021,C78T,,N,Y,CA,N
3HSDZAPR6NN311262,D,NA,N,2021,C78T,,N,Y,CA,N
3HSDZAPR8NN311263,D,NA,N,2021,C78T,,N,Y,CA,N
3HSDZAPRXNN311264,D,NA,N,2021,C78T,,N,Y,CA,N
3HAEUMML0NL309530,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML8NL311266,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMMLXNL311267,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML1NL311268,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML3NL311269,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMMLXNL311270,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML4NL313550,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML6NL313551,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML8NL313552,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMMLXNL313553,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML1NL313554,D,NA,N,2021,C67,,N,Y,CA,N
1HTKSSWM4MH313555,D,NA,N,2021,C67,,N,Y,CA,N
